Zip Code,Year,zhvi_mid_tier,zhvi_bottom_tier,zhvi_top_tier,zori_rent_index,zhvi_sfr_only,zhvi_condo_only,zhvi_1_bed,zhvi_3_bed,zhvi_5plus_bed,perc_listings_price_cut,med_listings_price_cut_perc,med_doz_pending,market_temp_index,pct_sold_above_list,pct_sold_below_list,median_sale_to_list,for_sale_inventory,new_listings
93726,2017,178602.93,125245.67,226570.03,,185450.11,88984.79,,182161.92,237871.99,,,,,,,,,
93726,2018,201022.83,142702.85,249551.62,,208137.01,104332.72,,204838.49,260732.1,0.17,,,63.67,,,,75.4,36.5
93726,2019,217712.46,156828.32,265309.17,,224955.44,117952.13,,221614.02,277368.99,0.16,,,67.83,,,,82.75,34.67
93726,2020,233922.35,175593.3,274240.3,,239814.61,127667.3,,236994.26,291788.47,0.12,,,82.83,,,,59.58,29.67
93726,2021,273705.04,209737.02,314873.32,,279530.78,151968.33,,276272.81,349751.94,0.06,,,91.5,,,,54.08,34.75
93726,2022,314784.38,249275.19,359758.84,1348.65,320890.94,189337.11,,317695.7,398292.07,0.15,,,79.0,,,,58.08,29.75
93726,2023,316945.23,256814.03,357299.7,1454.38,322188.41,197200.11,,319726.98,392909.66,0.17,,,75.75,,,,45.33,21.58
93726,2024,334330.22,273591.24,372633.77,1513.77,339144.71,202359.34,,336891.22,414161.69,0.2,,,68.42,,,,52.42,23.5
93727,2010,166665.52,101396.13,246665.47,,173918.94,61144.67,35110.4,150537.33,235136.39,,,,,,,,,
93727,2011,149389.5,89719.5,219044.59,,156339.67,50105.97,32902.15,134535.95,214717.23,,,,,,,,,
93727,2012,150032.44,90685.94,218595.58,,156871.82,50104.23,33292.73,134956.36,219368.88,,,,,,,,,
93727,2013,174389.82,109910.83,246894.62,,181531.52,57943.43,40850.82,157531.52,250045.91,,,,,,,,,
93727,2014,198122.25,128700.91,275282.99,,205610.3,65877.95,46292.17,178997.03,281803.34,,,,,,,,,
93727,2015,210716.82,139260.11,287741.6,,218105.09,70147.4,50181.03,191014.68,292202.67,,,,,,,,,
93727,2016,226362.29,151530.66,304561.31,,233814.8,75907.24,56770.03,205912.2,308492.02,,,,,,,,,
93727,2017,245438.28,166803.33,324579.5,,252916.59,86619.17,67096.98,224300.06,328033.59,,,,,,,,,
93727,2018,268391.36,187011.21,348755.08,,275655.09,99043.14,76825.32,247214.06,352498.54,0.21,,,58.83,,,,167.5,68.5
93727,2019,283068.73,202976.88,362665.28,,289975.88,111175.43,84666.39,262343.9,366818.32,0.2,,,58.83,,,,174.25,64.5
93727,2020,299292.45,219777.44,378153.8,,306027.95,122843.74,85755.83,278204.68,385366.55,0.12,,9.86,81.42,,,,125.67,59.08
93727,2021,350972.28,259462.16,441304.06,,358806.39,143007.18,94794.77,325396.72,456612.87,0.07,,8.75,98.5,0.7,0.17,1.02,108.67,68.08
93727,2022,406734.84,301050.29,509504.59,2116.58,415991.19,171194.1,115393.15,375997.95,532006.43,0.14,,9.92,74.5,0.59,0.26,1.01,148.83,75.08
93727,2023,404165.99,302704.04,498760.29,2181.73,412700.66,174664.0,121223.13,375287.96,522486.2,0.19,,13.83,77.08,0.4,0.36,1.0,111.92,43.17
93727,2024,423109.28,322800.33,514512.87,2273.95,431344.6,183627.95,132561.3,394624.73,541149.86,0.2,,16.75,69.58,0.39,0.4,1.0,119.17,47.17
93728,2010,91327.63,47353.71,162962.71,,91635.63,,,106229.63,188231.42,,,,,,,,,
93728,2011,80891.61,42956.62,137514.91,,81109.43,,,91682.23,163774.03,,,,,,,,,
93728,2012,83710.4,45475.13,134581.69,,83916.38,,,92540.86,166254.62,,,,,,,,,
93728,2013,101082.66,57177.08,155581.52,,101357.2,,,110861.77,186355.96,,,,,,,,,
93728,2014,123050.07,71453.45,181340.67,,123235.65,,,133547.18,213791.02,,,,,,,,,
93728,2015,136234.05,81166.73,194607.0,,136392.88,,,146772.4,228057.32,,,,,,,,,
93728,2016,148334.94,90932.47,207245.59,,148554.12,,,159074.19,245445.31,,,,,,,,,
93728,2017,161374.8,101834.68,222045.08,,161635.09,,,171813.14,263813.68,,,,,,,,,
93728,2018,180331.07,116907.1,244251.89,,180686.8,,,191344.27,283366.99,,,,61.0,,,,46.1,
93728,2019,196147.83,130086.87,260035.3,,196483.02,,,207515.06,300266.69,,,,72.09,,,,33.92,
93728,2020,208573.93,147019.34,265873.79,,208787.43,,,218481.03,309946.49,,,,72.17,,,,33.83,
93728,2021,244491.06,178780.78,306741.19,,244703.77,,,257323.32,368378.3,,,,77.5,,,,35.25,
93728,2022,281505.79,211722.21,349296.54,1277.66,281896.7,,,296176.47,419075.88,,,,74.0,,,,38.17,
93728,2023,283539.77,218004.49,347076.2,1325.05,284028.47,,,297736.63,413249.9,0.15,,,74.91,,,,28.83,
93728,2024,299159.03,235934.84,362711.09,1380.87,299696.89,,,315580.36,434018.16,0.25,,,64.42,,,,29.92,
93730,2010,351398.48,233929.1,586240.79,,352027.35,,,276212.12,520718.59,,,,,,,,,
93730,2011,319235.54,211780.83,534909.98,,319733.75,,,249933.86,479954.28,,,,,,,,,
93730,2012,320815.34,211412.33,549225.45,,321389.82,,,244806.34,503073.13,,,,,,,,,
93730,2013,352470.15,238203.69,597637.62,,352937.18,,,272165.92,546790.22,,,,,,,,,
93730,2014,382651.91,262309.17,646871.77,,383094.66,,,298435.5,591439.39,,,,,,,,,
93730,2015,397030.53,273953.97,669919.24,,397523.84,,,310029.39,611575.54,,,,,,,,,
93730,2016,409141.72,285532.02,683942.27,,409935.08,,,321335.55,625883.51,,,,,,,,,
93730,2017,429516.4,302961.62,713497.08,,430598.36,,,338784.02,651385.39,,,,,,,,,
93730,2018,458978.79,327653.73,764379.95,,460236.43,,,364583.27,695737.02,0.31,,,51.58,,,,83.0,27.4
93730,2019,470527.8,338886.33,780532.37,,471787.44,,,375564.49,711327.26,0.27,,,53.27,,,,88.0,23.08
93730,2020,483734.73,354149.23,797971.91,,484983.76,,,388276.16,729276.18,0.23,,,62.33,,,,69.17,24.08
93730,2021,554081.04,409243.03,906068.28,,555692.46,390614.26,,444356.81,842342.78,0.17,,,75.67,,,,47.83,23.0
93730,2022,632718.48,472700.41,1024568.43,2217.28,634592.13,456567.25,,511113.8,964933.6,0.25,,,65.92,,,,50.42,23.42
93730,2023,625509.98,470246.15,1012991.13,2294.44,626868.79,468487.62,,506371.63,953630.6,0.27,,,63.17,,,,45.83,17.17
93730,2024,649754.55,489088.21,1050001.77,2365.55,651407.57,480577.39,,526082.74,991419.22,0.23,,,55.75,,,,53.58,18.25
93737,2010,272471.77,208727.58,356902.69,,272121.09,,,255374.64,,,,,,,,,,
93737,2011,243242.63,189653.73,322461.5,,242928.67,,,227735.77,,,,,,,,,,
93737,2012,244516.57,190334.74,322235.48,,244206.47,,,225675.03,296524.16,,,,,,,,,
93737,2013,268165.52,210317.05,356233.3,,267718.24,,,244624.74,321428.09,,,,,,,,,
93737,2014,286544.37,227529.78,378884.51,,285953.62,,,261458.29,339957.05,,,,,,,,,
93737,2015,298834.93,237469.14,397524.7,,298293.32,,,271970.01,349308.47,,,,,,,,,
93737,2016,311929.21,249707.95,413955.94,,311295.26,,,283885.28,362049.17,,,,,,,,,
93737,2017,333529.81,268752.44,442552.58,,332726.77,,,303137.35,385298.89,,,,,,,,,
93737,2018,361085.56,293352.11,479887.84,,360581.4,,,328604.51,415154.15,,,,54.0,,,,24.1,
93737,2019,377830.97,306329.43,506369.6,,377223.58,,,342285.41,431077.09,,,,51.88,,,,27.08,
93737,2020,389564.82,323147.61,521415.21,,389215.18,,,353645.16,452274.9,,,,63.0,,,,15.25,
93737,2021,451781.05,379016.15,609403.3,,451777.29,,,408734.3,532347.79,,,,72.75,,,,15.25,
93737,2022,521375.85,443311.81,690352.25,,521348.92,,,473120.41,618328.2,,,,,,,,14.17,
93737,2023,508783.79,439132.84,673511.85,,508568.25,,,464222.09,597397.2,,,,,,,,14.83,
93737,2024,518750.58,452116.35,688333.84,,518727.34,,,474490.72,603489.76,,,,86.0,,,,14.5,
93740,2018,,,,,,,,,,,,,59.0,,,,,
93740,2019,,,,,,,,,,,,,61.0,,,,,
93740,2020,,,,,,,,,,,,,76.08,,,,,
93740,2021,,,,,,,,,,,,,85.75,,,,,
93740,2022,,,,,,,,,,,,,72.25,,,,,
93740,2023,,,,,,,,,,,,,72.92,,,,,
93740,2024,,,,,,,,,,,,,65.58,,,,,
93744,2018,,,,,,,,,,,,,59.0,,,,,
93744,2019,,,,,,,,,,,,,61.0,,,,,
93744,2020,,,,,,,,,,,,,76.08,,,,,
93744,2021,,,,,,,,,,,,,85.75,,,,,
93744,2022,,,,,,,,,,,,,72.25,,,,,
93744,2023,,,,,,,,,,,,,72.92,,,,,
93744,2024,,,,,,,,,,,,,65.58,,,,,
93901,2010,306581.15,204549.74,433534.2,,318363.8,170591.12,,321248.41,407292.16,,,,,,,,,
93901,2011,290925.71,195304.77,405275.81,,303086.45,153673.41,,304363.51,381234.72,,,,,,,,,
93901,2012,276957.79,190245.75,382711.2,,287619.16,154038.39,,287385.66,363073.75,,,,,,,,,
93901,2013,317822.5,226793.68,425119.53,,328646.12,185141.11,,328685.53,404169.07,,,,,,,,,
93901,2014,375239.94,276844.99,488155.61,,386838.97,228069.37,,386214.15,465602.28,,,,,,,,,
93901,2015,408884.85,307726.08,522993.11,,420526.63,255661.81,,419560.14,504065.43,,,,,,,,,
93901,2016,448770.9,343316.24,566045.26,,460943.64,287037.28,,459457.46,552816.14,,,,,,,,,
93901,2017,484244.38,374467.47,602476.13,,496942.99,314714.51,,495202.8,590637.37,,,,,,,,,
93901,2018,512382.8,400486.28,634025.03,,525749.32,342071.76,,524439.87,626260.1,,,,52.42,,,,44.4,
93901,2019,532878.07,418138.8,656402.61,,546592.74,353015.3,,544967.11,655112.37,,,,55.25,,,,39.08,
93901,2020,567364.31,458742.72,684531.75,,579436.95,388576.46,,579603.46,674794.97,,,,68.92,,,,31.17,16.25
93901,2021,658855.92,531758.12,781758.72,,673296.8,413678.39,,672643.94,810004.71,,,,79.92,,,,30.0,19.5
93901,2022,739946.32,604233.92,865979.44,1959.58,754071.3,468049.61,,753176.5,900824.75,0.2,,,62.2,,,,29.17,15.25
93901,2023,735004.02,606633.15,853836.15,2051.25,748276.81,470750.03,,746543.29,886687.99,0.15,,,63.75,,,,30.75,13.75
93901,2024,775568.21,639907.42,896749.16,2138.92,789061.11,492769.24,,787547.25,937352.43,0.17,,,57.33,,,,29.83,13.08
93905,2010,177911.14,108035.28,244394.27,,184827.85,,,158082.53,282130.62,,,,,,,,,
93905,2011,176694.91,110897.84,239407.76,,183824.36,,,158885.76,265336.32,,,,,,,,,
93905,2012,182331.41,117545.48,245713.07,,188764.45,,,166181.87,269226.29,,,,,,,,,
93905,2013,225275.14,150398.11,297682.15,,232152.54,,,207614.1,320417.95,,,,,,,,,
93905,2014,289277.07,200493.32,367404.94,,296544.46,,,269484.9,392681.5,,,,,,,,,
93905,2015,328616.94,235356.08,401183.77,,335434.22,162027.29,,307782.92,425808.04,,,,,,,,,
93905,2016,368294.2,269562.51,441106.04,,375210.71,188608.79,,345918.52,465902.94,,,,,,,,,
93905,2017,399841.45,298097.48,475694.95,,406685.87,215170.09,,375828.93,504385.58,,,,,,,,,
93905,2018,428828.09,324275.64,506663.85,,435546.63,245603.69,,404601.48,538722.79,,,,53.92,,,,32.7,
93905,2019,453707.75,348422.47,530280.01,,460083.31,266650.84,,429576.89,565081.12,,,,57.17,,,,30.92,
93905,2020,486517.92,390624.69,562725.89,,492152.29,302502.52,,463836.0,593810.81,,,,76.42,,,,23.92,
93905,2021,560187.73,452711.02,662659.25,,567576.97,337737.53,,537741.11,710603.52,,,,85.0,,,,19.67,
93905,2022,629751.71,520099.51,748625.01,,637147.76,394376.02,,607580.22,804605.0,,,,68.75,,,,22.17,
93905,2023,630643.74,533852.05,735994.29,,636191.3,403385.72,,612052.43,791325.13,,,,76.42,,,,13.75,
93905,2024,670095.5,569464.44,773404.75,,675120.37,417511.03,,652359.86,835546.15,,,,62.0,,,,18.17,
93906,2010,228260.07,141199.31,301629.4,,237900.67,86864.87,,219906.81,348316.97,,,,,,,,,
93906,2011,223352.88,140410.33,290205.58,,232224.88,78297.57,,216055.79,335388.28,,,,,,,,,
93906,2012,223163.3,145059.44,289409.77,,231627.57,76007.38,,217182.92,327485.88,,,,,,,,,
93906,2013,267372.11,180015.44,338588.23,,276058.64,95136.23,,261514.6,377967.52,,,,,,,,,
93906,2014,327508.41,229388.27,405591.25,,336875.27,125879.31,,320747.14,449972.73,,,,,,,,,
93906,2015,362935.32,261045.88,437763.25,,372025.01,146436.98,,355906.42,480877.48,,,,,,,,,
93906,2016,400381.54,293675.83,476194.75,,409549.4,170241.89,177543.85,392601.01,519702.64,,,,,,,,,
93906,2017,432793.88,321461.03,511156.5,,442090.34,193602.07,197407.22,424630.34,557690.0,,,,,,,,,
93906,2018,460937.72,347197.95,542389.84,1681.97,469927.87,216474.34,222954.31,452552.76,593895.84,0.16,,,57.42,,,,78.6,35.8
93906,2019,484122.76,369019.01,567838.75,1744.27,492570.52,236426.42,238225.78,474894.92,624176.66,0.17,,,63.33,,,,71.92,30.08
93906,2020,516378.83,406385.58,600548.74,1817.87,523742.36,266811.39,264991.62,508119.84,652226.26,0.09,,,92.08,,,,46.67,24.75
93906,2021,598764.85,479226.78,702664.46,2020.28,607231.69,304672.81,274134.82,589167.46,776026.83,0.06,,,91.08,,,,46.33,29.08
93906,2022,673593.98,556542.82,793593.93,2190.87,682716.41,361693.12,322137.82,662613.71,877115.3,0.15,,,71.17,,,,48.92,25.25
93906,2023,670693.96,567002.6,785427.02,2216.84,679005.25,378958.81,328200.76,659958.47,866752.8,0.14,,,76.33,,,,32.08,16.42
93906,2024,710988.01,604143.24,827601.68,2337.42,719710.21,399303.48,336379.86,699987.88,915074.8,0.1,,,69.58,,,,32.92,18.58
93907,2010,299210.71,208887.57,477635.33,,300112.72,,,286994.96,447872.08,,,,,,,,,
93907,2011,283066.4,200424.79,445079.52,,283921.26,,,271780.08,409936.95,,,,,,,,,
93907,2012,272943.4,194517.19,422659.88,,273782.37,,,260704.38,405628.32,,,,,,,,,
93907,2013,320385.07,231303.3,483464.82,,321462.38,,,307219.81,468777.19,,,,,,,,,
93907,2014,382839.97,286285.02,559778.72,,384062.76,,,367617.46,552299.6,,,,,,,,,
93907,2015,421187.73,321537.5,603408.44,,422385.66,,,404781.32,601948.38,,,,,,,,,
93907,2016,467899.11,360914.93,658978.61,,469231.13,,,450295.16,662990.75,,,,,,,,,
93907,2017,504014.63,393188.82,699119.32,,505617.74,,,485835.68,707910.52,,,,,,,,,
93907,2018,534888.36,419089.48,734799.85,,536389.34,,,516105.27,750764.88,,,,59.25,,,,52.1,
93907,2019,562623.35,440440.31,763571.87,,563919.83,,,543870.4,785466.69,,,,58.25,,,,44.5,
93907,2020,599255.38,480323.12,789879.3,,600222.07,,,582334.12,798005.24,,,,83.42,,,,35.08,
93907,2021,706352.74,560969.04,924124.1,,707328.18,,,686784.86,960291.98,,,,88.91,,,,32.67,
93907,2022,792063.28,636242.13,1024859.93,,793076.24,,,770945.4,1063866.83,,,,71.58,,,,31.5,
93907,2023,791916.33,642053.92,1005285.12,,792521.92,,,775278.26,1041543.19,,,,65.27,,,,30.08,
93907,2024,838071.02,680268.98,1052601.34,,838369.05,,,823832.42,1091804.34,0.16,,,64.75,,,,25.58,9.75
93908,2010,560791.18,372428.02,857036.55,,574124.4,414315.72,,526283.13,748407.14,,,,,,,,,
93908,2011,518792.71,348290.8,801829.78,,528918.03,381678.84,,485300.99,702985.93,,,,,,,,,
93908,2012,499528.96,340276.99,770498.59,,509118.7,356731.98,,466530.27,671759.01,,,,,,,,,
93908,2013,551104.49,382355.89,830064.66,,561183.7,385764.22,,515809.26,730749.9,,,,,,,,,
93908,2014,611919.29,435608.04,905399.51,,622258.84,431779.44,,572536.45,800112.35,,,,,,,,,
93908,2015,657148.41,472728.0,961759.8,,667829.68,465531.63,,612985.75,847726.14,,,,,,,,,
93908,2016,708502.33,513421.51,1027516.58,,719850.7,499329.56,,659036.99,905066.3,,,,,,,,,
93908,2017,742774.72,543569.16,1064079.95,,754469.48,527118.28,,691436.71,936962.59,,,,,,,,,
93908,2018,779152.51,572154.37,1107578.4,,791536.32,557260.82,,725745.21,975571.56,,,,43.0,,,,54.2,
93908,2019,812009.09,601544.73,1146010.8,,824633.36,579859.25,,756012.64,1008778.91,,,,45.0,,,,63.67,
93908,2020,844041.56,646062.99,1170720.25,,855524.4,643654.24,,792711.68,1026044.36,,,,57.58,,,,55.92,
93908,2021,993665.96,760971.01,1376381.63,,1010919.47,701956.59,,929324.01,1227548.54,,,,66.09,,,,34.67,
93908,2022,1111092.68,860516.39,1538173.95,,1130662.59,786619.52,,1036760.07,1391305.31,0.16,,,61.0,,,,27.67,
93908,2023,1106324.53,865377.56,1522589.13,,1126062.89,782859.67,,1033179.89,1385024.68,0.19,,,62.5,,,,33.25,
93908,2024,1167053.9,913147.42,1590576.25,,1186072.85,805512.05,,1088492.04,1458052.14,0.21,,,47.17,,,,34.33,
93920,2010,1002534.82,410035.98,,,991799.49,,,,,,,,,,,,,
93920,2011,848509.22,361213.02,,,839403.7,,,,,,,,,,,,,
93920,2012,964426.01,364089.35,,,956659.43,,,,,,,,,,,,,
93920,2013,1143091.28,411955.53,3147043.56,,1136015.62,,,,,,,,,,,,,
93920,2014,1217017.17,423563.22,3087560.85,,1214131.97,,,,,,,,,,,,,
93920,2015,1251695.97,456384.53,3287033.59,,1253694.54,,,,,,,,,,,,,
93920,2016,1434323.21,545683.8,3551248.29,,1427271.45,,,,,,,,,,,,,
93920,2017,1499148.1,588146.02,3513867.48,,1491954.27,,,,,,,,,,,,,
93920,2018,1586322.76,655356.91,3698271.89,,1583118.05,,,,,,,,50.0,,,,,
93920,2019,1596597.37,660695.31,3604014.05,,1601381.56,,,,,,,,50.25,,,,,
93920,2020,1557192.45,694156.33,3502297.2,,1561948.98,,,,,,,,65.83,,,,,
93920,2021,1779904.64,804936.4,4042351.91,,1791904.32,,,,,,,,79.58,,,,,
93920,2022,2015308.49,929502.44,4491953.59,,2021297.08,,,,,,,,65.67,,,,,
93920,2023,1909348.14,934145.81,3958492.95,,1908418.26,,,,,,,,65.42,,,,,
93920,2024,1877833.08,986741.06,3835388.66,,1876390.92,,,,,,,,57.67,,,,,
93921,2010,,,,,,,,,,,,,,,,,,
93921,2011,,,,,,,,,,,,,,,,,,
93921,2012,,440323.47,5405308.04,,,,,,,,,,,,,,,
93921,2013,,517681.94,5679666.91,,,,,,,,,,,,,,,
93921,2014,,610621.43,5756697.99,,,,,,,,,,,,,,,
93921,2015,,725273.09,5744095.7,,,,,,,,,,,,,,,
93921,2016,,838118.32,5556452.88,,,,,,,,,,,,,,,
93921,2017,,978675.33,5615433.54,,,,,,,,,,,,,,,
93921,2018,,1123758.37,5804094.61,,,,,,,,,,44.08,,,,47.2,
93921,2019,,1186808.13,5670148.55,,,,,,,,,,40.58,,,,59.5,
93921,2020,,1230864.26,5274714.03,,,,,,,,,,50.92,,,,30.75,
93921,2021,,1711530.94,5918803.73,,,,,,,,,,66.67,,,,15.42,
93921,2022,,2171991.12,6232972.1,,,,,,,,,,57.0,,,,11.67,
93921,2023,,2301390.2,5711411.47,,,,,,,,,,51.25,,,,15.83,
93921,2024,,2166908.08,4800916.57,,,,,,,,,,46.33,,,,16.33,
93922,2018,,,,,,,,,,,,,44.08,,,,,
93922,2019,,,,,,,,,,,,,40.58,,,,,
93922,2020,,,,,,,,,,,,,50.92,,,,,
93922,2021,,,,,,,,,,,,,66.67,,,,,
93922,2022,,,,,,,,,,,,,57.0,,,,,
93922,2023,,,,,,,,,,,,,51.25,,,,,
93922,2024,,,,,,,,,,,,,46.33,,,,,
93923,2010,1038908.59,507357.58,2297870.14,,1159916.36,415490.68,433901.56,1119987.98,2171770.35,,,,,,,,,
93923,2011,981289.32,475668.13,2201610.82,,1105578.79,368943.45,404679.69,1062989.5,2055918.58,,,,,,,,,
93923,2012,956862.5,471412.78,2188066.66,,1081621.97,367803.25,406780.72,1044546.13,1961507.85,,,,,,,,,
93923,2013,1060694.09,538540.61,2382753.38,,1199199.45,422255.68,466131.99,1157965.57,2157370.94,,,,,,,,,
93923,2014,1163677.38,606376.01,2562914.19,,1315247.78,473882.3,518012.47,1270893.54,2335013.02,,,,,,,,,
93923,2015,1229213.54,648817.84,2680487.27,,1389713.5,501184.13,556220.63,1345111.54,2461186.14,,,,,,,,,
93923,2016,1321680.19,707883.08,2836584.63,,1493599.65,545656.7,620225.72,1443902.72,2613645.22,,,,,,,,,
93923,2017,1379898.53,755466.06,2870809.55,,1552065.91,582619.13,649190.33,1502633.4,2675407.39,,,,,,,,,
93923,2018,1457090.03,810049.97,2994804.51,,1636076.79,620142.24,703190.98,1584299.11,2783010.03,0.16,,,45.17,,,,165.3,34.7
93923,2019,1493319.5,836003.18,3036533.95,,1672863.6,638453.99,708631.2,1626952.49,2851376.0,0.18,,,41.75,,,,178.75,31.33
93923,2020,1531454.67,880058.27,3092753.06,,1704899.22,687616.95,787384.61,1666610.86,2774172.69,0.15,,,51.0,,,,126.92,27.33
93923,2021,1883242.48,1066928.93,3709090.08,,2097623.32,775472.13,912237.55,2057398.1,3572181.7,0.1,,,69.58,,,,74.58,30.17
93923,2022,2256916.64,1282647.94,4363191.58,,2514001.4,907823.17,1090521.55,2480877.61,4271139.7,0.16,,,59.92,,,,61.25,24.08
93923,2023,2236631.98,1302993.33,4174792.35,,2472176.32,924170.32,1073310.54,2455045.37,4100278.42,0.19,,,51.58,,,,70.33,21.83
93923,2024,2323812.54,1379018.55,4189384.49,,2552750.53,972383.58,1107040.54,2550501.58,4147435.04,0.18,,,46.83,,,,80.25,22.83
93924,2010,700686.75,370995.29,1233570.09,,699722.11,,,704713.63,1013794.58,,,,,,,,,
93924,2011,647025.54,349090.45,1136448.74,,646886.69,,,653804.46,1054170.09,,,,,,,,,
93924,2012,637017.1,360853.74,1118476.82,,638770.82,,,640656.06,1099163.79,,,,,,,,,
93924,2013,719383.1,419517.34,1232543.59,,721627.19,,,720818.99,1233022.5,,,,,,,,,
93924,2014,789327.6,465069.34,1339941.0,,792389.5,,,789364.59,1347967.07,,,,,,,,,
93924,2015,849082.01,503165.56,1437981.05,,853005.17,,,847814.85,1459027.74,,,,,,,,,
93924,2016,921543.35,556518.46,1550261.3,,926897.48,,616424.72,919101.39,1579622.44,,,,,,,,,
93924,2017,960815.53,592908.19,1595393.77,,966946.06,,651619.27,958029.97,1635532.89,,,,,,,,,
93924,2018,1009763.86,631908.89,1661362.38,,1016078.38,,687505.73,1003146.93,1728672.37,,,,44.42,,,,65.5,
93924,2019,1056865.16,667153.63,1727794.57,,1064126.86,,685440.01,1050646.64,1798557.87,,,,49.5,,,,57.75,
93924,2020,1090780.71,727492.78,1759573.11,,1094002.84,,764106.54,1076290.15,1804253.78,,,,63.5,,,,51.42,
93924,2021,1324268.17,886569.87,2161858.1,,1335905.29,,853889.76,1317717.65,2270760.22,,,,68.67,,,,35.0,
93924,2022,1481131.5,992788.96,2430559.51,,1495348.4,,879763.49,1487309.09,2557886.83,0.24,,,60.82,,,,26.08,
93924,2023,1433923.39,976281.12,2303222.67,,1449800.5,,801717.77,1450430.69,2419118.48,0.19,,,56.17,,,,31.17,
93924,2024,1505514.07,1034322.96,2370088.31,,1524691.18,,832132.2,1530395.57,2490907.99,0.2,,,52.33,,,,41.33,
93925,2010,224843.04,110816.47,490783.0,,228753.62,,,,,,,,,,,,,
93925,2011,226609.53,117066.05,474711.99,,230514.57,,,,,,,,,,,,,
93925,2012,228028.14,120751.73,470042.77,,231829.58,,,,,,,,,,,,,
93925,2013,274355.23,148439.85,531414.53,,278315.43,,,,,,,,,,,,,
93925,2014,341034.29,189974.49,610756.63,,345330.15,,,,,,,,,,,,,
93925,2015,393882.24,224429.5,684208.55,,398786.45,,,,,,,,,,,,,
93925,2016,440598.6,254602.44,751980.2,,446617.34,,,449397.86,,,,,,,,,,
93925,2017,465941.21,274595.73,791857.59,,472419.94,,,478334.42,,,,,,,,,,
93925,2018,501012.63,300734.38,843903.76,,508021.08,,,517544.28,,,,,50.0,,,,,
93925,2019,534494.3,330532.92,905554.38,,541743.54,,,555116.61,,,,,50.25,,,,,
93925,2020,571747.89,382285.21,928797.46,,577808.19,,,593950.05,,,,,65.83,,,,,
93925,2021,632106.96,457128.34,1150254.8,,635560.92,,,676171.78,,,,,79.58,,,,,
93925,2022,703389.47,534309.77,1317279.97,,705427.68,,,760242.27,,,,,65.67,,,,,
93925,2023,712024.98,580564.65,1319816.99,,713775.24,,,778462.27,,,,,65.42,,,,,
93925,2024,747471.77,639411.6,1380843.08,,750445.05,,,820159.73,,,,,57.67,,,,,
93926,2010,191698.56,129876.29,235684.92,,191929.02,,,169722.88,,,,,,,,,,
93926,2011,185693.55,128393.29,224985.26,,185917.0,,,166367.77,,,,,,,,,,
93926,2012,179182.8,125202.39,222568.58,,179397.02,,,159216.97,,,,,,,,,,
93926,2013,211237.21,151506.64,259740.39,,211534.96,,,188121.79,,,,,,,,,,
93926,2014,260066.76,191264.82,314193.48,,260431.05,,,234156.89,,,,,,,,,,
93926,2015,299675.53,227042.42,353413.03,,300165.78,,,272024.78,344685.54,,,,,,,,,
93926,2016,341968.32,265364.08,400514.33,,342537.18,,,312277.9,394878.54,,,,,,,,,
93926,2017,372577.32,294395.36,433250.24,,373054.03,,,342313.72,432791.67,,,,,,,,,
93926,2018,397979.07,317751.27,461373.6,,398326.02,,,366562.8,462967.58,,,,50.0,,,,,
93926,2019,420130.52,340255.05,482099.35,,420532.4,,,387777.6,478631.74,,,,50.25,,,,,
93926,2020,450139.64,375814.12,502699.33,,450628.4,,,422126.42,496925.36,,,,65.83,,,,,
93926,2021,526961.4,441720.35,607825.01,,527127.38,,,494141.63,617426.66,,,,79.58,,,,,
93926,2022,588544.66,505867.62,679407.17,,588733.48,,,558376.23,697874.93,,,,65.67,,,,,
93926,2023,592801.29,521931.17,675537.56,,593003.27,,,567229.24,695319.95,,,,65.42,,,,,
93926,2024,623957.34,554415.48,709313.74,,624137.75,,,597645.05,739919.61,,,,57.67,,,,,
93927,2010,141132.58,87200.01,210606.12,,142969.6,,,127342.84,194710.66,,,,,,,,,
93927,2011,133616.21,84432.96,193875.72,,135372.7,,,120540.74,181451.53,,,,,,,,,
93927,2012,135975.46,87900.51,191620.15,,137691.73,,,123679.63,175463.94,,,,,,,,,
93927,2013,166845.22,113517.22,230610.71,,168950.8,,,152326.47,205016.21,,,,,,,,,
93927,2014,210067.03,145786.73,278536.38,,212617.14,,,192583.02,248773.28,,,,,,,,,
93927,2015,246177.62,174238.94,311731.92,,249000.43,,,226710.92,279353.96,,,,,,,,,
93927,2016,285917.26,210393.64,352500.54,,289279.08,,,265233.29,318453.84,,,,,,,,,
93927,2017,313640.1,239184.09,382312.34,,317169.61,,,293706.6,347157.91,,,,,,,,,
93927,2018,343491.29,264872.04,412622.99,,345050.37,,,322153.81,377160.08,,,,50.0,,,,22.7,
93927,2019,365939.41,286929.56,435269.88,,367290.32,,,344681.71,400091.88,,,,50.25,,,,20.58,
93927,2020,399127.42,321409.16,464874.5,,400299.43,,,380458.22,426145.97,,,,65.83,,,,12.83,
93927,2021,469819.87,380079.75,553321.45,,470803.75,,,445748.2,525759.79,,,,79.58,,,,10.42,
93927,2022,533832.56,447481.08,629406.79,,534421.11,,,507461.54,609941.05,,,,65.67,,,,16.92,
93927,2023,534202.53,460286.52,622095.35,,534516.23,,,510453.09,609772.86,,,,65.42,,,,13.0,
