Zip Code,Year,ZBP_Total_Establishments,ZBP_Total_Employees,ZBP_Annual_Payroll_Thousands
94960,2016,504,3340,140141
94964,2016,11,23,1166
94970,2016,30,165,6863
94978,2016,4,5,101
95010,2016,543,6764,228140
94963,2016,15,163,3921
95003,2016,625,4657,167580
95065,2016,277,4143,330631
95103,2016,2,0,0
95067,2016,11,307,12135
95071,2016,3,20,294
95075,2016,12,76,1806
95106,2016,4,0,0
95073,2016,431,3481,136599
95108,2016,1,0,0
95064,2016,8,47,1951
95101,2016,6,210,14135
95109,2016,5,10,431
95158,2016,5,69,6556
95077,2016,14,187,8349
95063,2016,14,44,1786
95070,2016,782,5034,250703
95076,2016,1431,17886,839099
95110,2016,1053,33256,3710287
95013,2016,7,59,3942
95030,2016,720,6442,284736
95015,2016,8,96,1546
95024,2016,12,77,4744
95023,2016,832,10264,441229
95012,2016,147,2321,138830
95014,2016,1710,52290,9839827
95019,2016,136,1163,37019
95018,2016,178,959,32566
95020,2016,1388,18069,722215
95021,2016,12,75,2462
95017,2016,14,187,8445
95026,2016,2,0,0
95011,2016,7,0,0
95374,2016,24,137,4692
95363,2016,260,5261,203087
95366,2016,286,3600,150525
95375,2016,9,61,778
95361,2016,609,6478,285830
95365,2016,18,127,3980
95368,2016,147,2017,84543
95372,2016,21,134,2579
95360,2016,122,1281,52397
95367,2016,238,3514,94373
95370,2016,831,8379,342229
95364,2016,14,309,5581
95373,2016,3,0,0
95369,2016,9,71,2601
95376,2016,900,14591,610825
95130,2016,164,1312,37705
95128,2016,1201,26563,1348447
95131,2016,1408,41197,3787574
95129,2016,1047,12919,567583
95134,2016,642,43418,7917420
95133,2016,405,7516,445442
95132,2016,379,3085,108870
95304,2016,461,9956,392768
95320,2016,223,1801,85358
95325,2016,3,6,134
95317,2016,3,0,0
95322,2016,114,1514,52589
95269,2016,7,15,315
95303,2016,15,401,21332
95305,2016,8,36,1363
95311,2016,18,48,1047
95312,2016,4,6,242
95316,2016,70,400,16492
95326,2016,130,1536,62972
95318,2016,13,280,8406
95309,2016,3,0,0
95327,2016,96,642,24602
95323,2016,8,55,2996
95313,2016,18,189,9863
95267,2016,9,46,1304
95307,2016,512,7340,303248
95310,2016,35,226,10559
95315,2016,69,825,28519
95296,2016,2,0,0
95321,2016,76,613,22925
95297,2016,1,0,0
95306,2016,14,113,2733
95301,2016,415,6131,198904
95324,2016,97,2392,140052
95319,2016,18,111,3872
95247,2016,137,914,26530
95258,2016,54,433,13141
95230,2016,7,30,750
95240,2016,1101,15535,680144
95254,2016,7,36,1536
95224,2016,12,58,1508
95237,2016,78,592,18876
95242,2016,478,6225,225156
95248,2016,2,0,0
95226,2016,1,0,0
95234,2016,2,0,0
95251,2016,22,131,4377
95222,2016,143,1314,41906
95227,2016,19,103,3047
95228,2016,58,341,13492
95249,2016,120,1213,56234
95236,2016,62,760,42516
95252,2016,184,1159,33482
95253,2016,8,40,1258
95255,2016,20,67,1762
95231,2016,91,3464,188916
95233,2016,9,31,644
95257,2016,7,22,706
95246,2016,17,126,4634
95225,2016,9,28,696
95229,2016,5,28,1174
95223,2016,125,1011,24280
95241,2016,20,77,4598
95245,2016,14,53,1535
95355,2016,751,9247,432284
95353,2016,29,6262,537933
95358,2016,305,6371,315469
95356,2016,930,17917,871395
95357,2016,180,3685,188594
95350,2016,1216,20713,843523
95352,2016,21,334,18362
95351,2016,682,9591,377129
95354,2016,926,12793,635517
95135,2016,259,1728,93568
95151,2016,6,77,2398
95156,2016,4,40,579
95203,2016,321,5589,282897
95138,2016,339,9127,1068172
95148,2016,421,3086,108856
95173,2016,1,0,0
95190,2016,1,0,0
95201,2016,34,681,29944
95154,2016,6,19,686
95139,2016,74,361,11075
95157,2016,3,11,142
95191,2016,1,0,0
95192,2016,11,1140,17408
95150,2016,11,94,4168
95152,2016,3,35,540
95160,2016,7,64,1960
95164,2016,16,0,0
95141,2016,9,0,0
95406,2016,20,209,5796
95205,2016,662,9905,468668
95153,2016,7,0,0
95155,2016,6,16,486
95136,2016,444,5745,281342
95140,2016,16,70,4161
95170,2016,3,24,749
95202,2016,330,5506,314634
95159,2016,8,42,5642
95161,2016,7,32,1143
95204,2016,431,8942,432807
95193,2016,2,0,0
95345,2016,10,34,932
95336,2016,771,10306,411551
95337,2016,462,7054,305106
95338,2016,211,1557,51255
95335,2016,14,126,3536
95343,2016,1,0,0
95341,2016,177,2562,113130
95344,2016,9,59,2057
95329,2016,24,83,2419
95346,2016,20,62,1266
95333,2016,20,129,7579
95330,2016,288,6192,276440
95348,2016,455,6444,206667
95328,2016,15,181,8698
95334,2016,136,5008,191752
95340,2016,830,10474,436607
95221,2016,22,150,5564
95206,2016,566,12216,573484
95208,2016,10,89,4227
95207,2016,1199,18308,490096
95211,2016,13,164,3792
95215,2016,378,7052,340205
95220,2016,121,1094,55969
95209,2016,289,3170,90660
95219,2016,482,7902,321387
95213,2016,9,222,8571
95210,2016,392,6392,320958
95212,2016,208,3738,154018
95632,2016,374,3492,129956
95627,2016,28,192,7217
95633,2016,34,81,2773
95626,2016,51,256,8471
95634,2016,53,264,8995
95621,2016,389,5020,164107
95623,2016,63,437,21981
95628,2016,909,7218,218963
95629,2016,8,15,369
95625,2016,7,42,1292
95631,2016,78,271,9805
95624,2016,1074,11618,368509
95630,2016,2093,36579,2686159
95402,2016,39,364,12754
95379,2016,41,1319,57652
95401,2016,1224,15111,638207
95378,2016,19,210,21534
95380,2016,1070,16603,572404
95387,2016,28,425,13439
95386,2016,96,590,18761
95388,2016,68,360,10227
95383,2016,100,573,17442
95377,2016,318,4400,237136
95382,2016,496,6353,281917
95391,2016,80,273,12353
95385,2016,9,104,5504
95389,2016,13,845,8478
95403,2016,1453,24353,1667374
95381,2016,26,562,23919
95494,2016,7,21,651
95490,2016,286,2797,111459
95492,2016,575,5822,217982
95519,2016,228,1673,55473
95502,2016,24,207,12433
95497,2016,23,214,8215
95503,2016,351,3013,117398
95486,2016,1,0,0
95521,2016,622,8440,248259
95487,2016,2,0,0
95501,2016,1033,13271,512361
95511,2016,2,0,0
95485,2016,39,217,6874
95518,2016,8,25,1240
95488,2016,8,56,2748
95493,2016,1,0,0
95481,2016,3,112,3044
95454,2016,52,407,15857
95470,2016,89,785,28057
95482,2016,966,10918,419011
95457,2016,63,427,13609
95476,2016,1194,14128,753714
95462,2016,25,137,5318
95463,2016,5,54,1837
95473,2016,19,81,3191
95456,2016,19,196,4531
95460,2016,136,954,38425
95461,2016,117,929,29780
95467,2016,57,165,5000
95468,2016,38,255,5573
95471,2016,4,18,363
95464,2016,21,430,10346
95459,2016,10,53,1830
95465,2016,51,596,17499
95469,2016,24,101,3348
95480,2016,1,0,0
95458,2016,18,75,2010
95466,2016,40,389,15979
95472,2016,906,6874,308622
95607,2016,6,69,1570
95618,2016,334,4536,248055
95620,2016,367,5431,240776
95612,2016,27,230,6494
95610,2016,902,12153,375366
95614,2016,49,298,9301
95615,2016,8,32,1266
95619,2016,154,1082,42900
95613,2016,18,105,3590
95605,2016,242,5777,317784
95608,2016,1034,13598,673134
95606,2016,6,0,0
95609,2016,13,40,1160
95611,2016,10,96,4517
95604,2016,35,268,11569
95617,2016,22,195,7407
95616,2016,1048,10679,408863
95405,2016,688,7645,388482
95412,2016,8,16,1092
95422,2016,188,2084,72409
95698,2016,7,68,3321
95416,2016,7,64,2182
95419,2016,4,0,0
95421,2016,41,175,4704
95407,2016,948,15453,760342
95409,2016,357,2393,80361
95415,2016,43,296,9134
95404,2016,1167,10762,482873
95420,2016,11,168,9559
95423,2016,37,265,10725
95418,2016,7,0,0
95410,2016,20,153,5318
95527,2016,3,9,226
95531,2016,362,3595,118267
95547,2016,10,56,1301
95565,2016,10,154,7021
95570,2016,50,435,11714
95532,2016,1,0,0
95601,2016,9,110,8992
95562,2016,31,126,2891
95564,2016,15,281,16383
95573,2016,45,287,9374
95534,2016,1,0,0
95545,2016,2,0,0
95551,2016,19,379,14426
95585,2016,8,36,856
95603,2016,1134,11196,417507
95528,2016,14,141,4083
95536,2016,75,465,13746
95549,2016,8,46,1881
95542,2016,94,730,22143
95546,2016,10,82,1965
95552,2016,7,50,2364
95537,2016,4,41,2034
95554,2016,7,32,793
95559,2016,4,12,299
95556,2016,5,0,0
95568,2016,3,0,0
95526,2016,9,24,1095
95567,2016,15,270,8545
95524,2016,23,157,8244
95538,2016,2,0,0
95543,2016,8,10,346
95548,2016,12,189,4559
95560,2016,67,507,17885
95563,2016,8,24,3628
95587,2016,4,15,394
95602,2016,430,4228,199655
95553,2016,9,41,1045
95569,2016,3,9,223
95525,2016,30,535,14296
95540,2016,304,2494,86236
95550,2016,5,0,0
95558,2016,9,39,967
95589,2016,27,128,3321
95555,2016,11,44,2104
95571,2016,3,5,108
95595,2016,1,0,0
95428,2016,31,252,8032
95448,2016,767,8289,403326
95435,2016,6,38,3579
95451,2016,155,934,31184
95450,2016,18,145,5491
95426,2016,29,170,5725
95442,2016,98,862,39607
95443,2016,4,40,2709
95452,2016,54,500,23071
95424,2016,2,0,0
95439,2016,27,186,7696
95449,2016,40,756,40614
95453,2016,354,3486,131677
95427,2016,7,23,1030
95436,2016,93,570,22851
95444,2016,21,369,17975
95429,2016,3,15,1076
95431,2016,1,0,0
95445,2016,103,597,18796
95425,2016,214,2068,82002
95437,2016,472,4138,129898
95432,2016,20,56,2171
95433,2016,5,26,729
95441,2016,74,1747,93979
95430,2016,14,89,2175
95446,2016,108,1124,43741
95833,2016,626,12055,982108
95834,2016,970,20832,1046115
95827,2016,599,11314,574895
95828,2016,739,14516,727388
95831,2016,472,5006,158495
95829,2016,286,3227,116740
95830,2016,13,151,12072
95832,2016,68,930,37162
95659,2016,10,88,4032
95635,2016,16,56,2010
95636,2016,7,37,950
95648,2016,680,9490,359345
95639,2016,4,19,450
95656,2016,10,89,1981
95655,2016,78,3174,245892
95661,2016,1742,34106,2123431
95641,2016,36,482,46381
95654,2016,14,372,13170
95637,2016,3,10,145
95640,2016,93,898,37820
95645,2016,21,86,3321
95642,2016,361,4891,174184
95651,2016,30,175,6108
95638,2016,28,145,6500
95646,2016,8,116,4516
95650,2016,417,4085,192892
95658,2016,165,1019,47191
95660,2016,488,6983,245152
95652,2016,114,5024,276961
95653,2016,10,64,2829
95776,2016,476,9860,447977
95757,2016,292,3461,178081
95759,2016,11,77,4128
95747,2016,683,9847,452714
95746,2016,528,3776,163584
95765,2016,859,13590,794246
95763,2016,16,67,2528
95762,2016,1081,12284,744921
95758,2016,941,17021,972130
95691,2016,973,18058,868555
95741,2016,13,593,57820
95713,2016,135,775,22170
95728,2016,33,478,7639
96016,2016,5,34,1887
95694,2016,153,1634,59873
95715,2016,5,38,901
95721,2016,1,0,0
95722,2016,88,400,16037
95724,2016,5,0,0
95692,2016,55,787,26154
95703,2016,24,138,7390
95735,2016,4,0,0
95699,2016,5,16,411
95712,2016,6,0,0
95717,2016,6,36,842
95736,2016,23,209,5699
95695,2016,723,8398,403710
95696,2016,18,155,5717
95697,2016,5,0,0
95709,2016,82,354,15684
95726,2016,99,574,15706
95714,2016,7,42,766
95742,2016,809,12036,599657
95693,2016,92,399,14267
95701,2016,9,79,6176
95720,2016,5,37,1383
95825,2016,1686,27438,1453824
95823,2016,934,16541,917025
95826,2016,869,15395,782041
95822,2016,522,5982,192063
95824,2016,293,4081,127907
95821,2016,738,10210,481977
95820,2016,428,6041,287346
95669,2016,71,580,16617
95676,2016,7,140,7705
95664,2016,9,16,1190
95673,2016,188,2190,80825
95670,2016,1305,37434,2581847
95663,2016,67,346,14124
95675,2016,9,0,0
95677,2016,750,8924,437637
95666,2016,53,192,6218
95671,2016,2,0,0
95674,2016,14,95,3996
95667,2016,918,11270,472740
95672,2016,65,217,8269
95665,2016,84,371,12404
95662,2016,552,4155,143692
95668,2016,17,699,52166
95798,2016,4,0,0
95814,2016,1696,23020,1475456
95817,2016,172,11499,785685
95812,2016,10,168,7179
95799,2016,2,0,0
95811,2016,578,10244,538485
95819,2016,498,8130,400662
95818,2016,494,5325,201529
95815,2016,1126,22697,971937
95816,2016,903,16356,1154454
95813,2016,2,0,0
95678,2016,1817,31205,1549984
95681,2016,17,89,3538
95682,2016,723,5833,334237
95683,2016,107,719,26093
95684,2016,36,170,4295
95687,2016,795,13782,655055
95688,2016,968,16356,852305
95686,2016,10,121,7482
95685,2016,113,721,23766
95690,2016,54,326,13722
95679,2016,2,0,0
95689,2016,15,105,3142
96705,2016,39,593,23567
96709,2016,11,209,15774
96712,2016,211,1823,49957
96715,2016,5,31,1325
96160,2016,62,1887,46413
96161,2016,846,8045,335387
96708,2016,218,961,34158
96703,2016,21,64,1557
96701,2016,1081,15276,636921
96704,2016,63,363,11526
96713,2016,28,166,4747
96706,2016,332,5691,266745
96707,2016,799,18674,871278
96162,2016,13,28,879
96710,2016,5,20,474
96714,2016,111,961,23004
95860,2016,1,0,0
95910,2016,2,0,0
95917,2016,23,119,6255
95865,2016,6,16,790
95912,2016,57,717,37212
95838,2016,382,7375,342579
95864,2016,438,3624,184285
95842,2016,263,3234,114117
95915,2016,3,9,90
95918,2016,24,106,4819
95835,2016,317,2010,60053
95836,2016,1,0,0
95913,2016,4,0,0
95920,2016,5,0,0
95837,2016,66,2678,100954
95840,2016,2,0,0
95866,2016,4,2,139
95916,2016,7,43,1512
95841,2016,586,8194,285611
95919,2016,12,75,1891
95851,2016,1,0,0
95852,2016,2,0,0
95867,2016,1,0,0
95914,2016,7,15,838
95901,2016,477,6664,284477
95922,2016,8,79,2432
95903,2016,40,543,27625
95843,2016,339,2903,82450
95853,2016,1,0,0
96007,2016,397,4606,192833
96011,2016,4,21,151
96024,2016,8,13,348
96015,2016,6,107,2912
96009,2016,11,136,4588
96019,2016,92,1052,32083
96028,2016,40,360,13169
96013,2016,91,972,44036
96027,2016,40,205,9594
96029,2016,1,0,0
96023,2016,10,90,3777
96031,2016,1,0,0
96003,2016,919,14460,537660
96037,2016,10,47,1288
96021,2016,221,3259,108821
96025,2016,48,181,4710
96032,2016,45,203,4984
96014,2016,7,46,2608
96006,2016,4,8,107
96022,2016,160,703,23110
96010,2016,3,6,177
96033,2016,3,0,0
96008,2016,23,106,5023
96017,2016,3,17,113
96020,2016,107,624,28005
95972,2016,1,0,0
95982,2016,34,473,19042
96001,2016,1113,11590,523602
95973,2016,734,7169,310862
95984,2016,2,0,0
95986,2016,3,9,164
95975,2016,18,72,3388
95976,2016,1,0,0
95978,2016,1,0,0
95974,2016,11,444,24089
95977,2016,13,66,7526
95979,2016,5,11,199
95987,2016,98,1005,36604
95992,2016,21,137,5246
96002,2016,1065,14139,519261
95991,2016,896,10747,450128
95983,2016,7,16,440
95988,2016,182,2349,91603
95993,2016,605,7826,302667
95981,2016,4,0,0
96114,2016,24,76,2423
96120,2016,22,119,3191
96135,2016,1,0,0
96107,2016,10,24,863
96151,2016,28,244,6135
96111,2016,1,0,0
96137,2016,69,212,8839
96034,2016,4,10,853
96115,2016,1,0,0
96125,2016,9,8,557
96143,2016,109,672,24468
96113,2016,12,230,8300
96132,2016,2,0,0
96116,2016,4,6,715
96121,2016,3,0,0
96127,2016,3,15,361
96130,2016,295,2958,96923
96141,2016,35,499,12518
96106,2016,12,38,2509
96133,2016,1,0,0
96140,2016,54,368,17330
96134,2016,29,275,10353
96156,2016,1,0,0
96103,2016,64,162,7078
96145,2016,354,1990,83383
96105,2016,14,38,1633
96122,2016,89,661,28532
96128,2016,5,14,459
96157,2016,2,0,0
96117,2016,4,12,471
96152,2016,1,0,0
96108,2016,1,0,0
96126,2016,12,51,2183
96148,2016,64,322,11998
96109,2016,8,66,2058
96146,2016,109,3289,73208
96154,2016,2,0,0
96158,2016,23,239,10762
96124,2016,7,18,1148
96150,2016,905,9016,307278
96118,2016,20,75,1866
96155,2016,10,44,661
96104,2016,11,113,3230
96129,2016,5,62,4322
96142,2016,31,81,3514
95938,2016,68,545,24182
95929,2016,7,1572,22549
95939,2016,6,31,957
95923,2016,5,29,998
95937,2016,13,182,5119
95930,2016,3,8,123
95934,2016,6,16,586
95936,2016,15,24,567
95941,2016,4,3,192
95944,2016,1,0,0
95948,2016,178,1877,67878
95949,2016,329,2157,76656
95924,2016,19,47,533
95928,2016,1198,18579,654780
95943,2016,15,147,11059
95945,2016,1000,10824,491911
95925,2016,2,0,0
95932,2016,177,2081,76349
95942,2016,16,93,3232
95946,2016,141,723,29538
95947,2016,34,193,5816
95927,2016,40,418,33913
95926,2016,986,13971,570422
95935,2016,9,41,1348
96101,2016,117,912,33137
96055,2016,38,263,7698
96067,2016,314,2536,81215
96074,2016,1,0,0
96094,2016,112,1352,38137
96097,2016,329,3229,124941
96049,2016,22,343,12690
96076,2016,1,0,0
96093,2016,129,1122,35558
96047,2016,7,9,406
96059,2016,5,10,147
96038,2016,7,55,1629
96041,2016,35,200,6456
96070,2016,1,0,0
96078,2016,1,0,0
96084,2016,4,0,0
96079,2016,1,0,0
96088,2016,44,191,11521
96050,2016,4,4,424
96057,2016,29,190,7326
96063,2016,4,19,635
96071,2016,4,6,184
96080,2016,604,8504,364405
96089,2016,2,0,0
96092,2016,11,167,7281
96035,2016,19,104,4472
96741,2016,84,588,20388
96048,2016,8,29,1061
96061,2016,3,0,0
96085,2016,1,0,0
96095,2016,2,0,0
96086,2016,2,0,0
96090,2016,1,0,0
96046,2016,7,18,545
96051,2016,23,60,2130
96064,2016,48,135,4250
96073,2016,95,509,16803
96091,2016,16,42,1557
96096,2016,6,72,1537
96039,2016,18,74,2460
96054,2016,5,9,542
96058,2016,6,9,197
96062,2016,12,73,3981
96099,2016,23,241,10419
96065,2016,4,11,473
96068,2016,2,0,0
96087,2016,9,0,0
96040,2016,5,13,510
96044,2016,11,91,3137
96052,2016,16,78,3158
96056,2016,26,120,3406
96069,2016,4,20,1178
95960,2016,23,79,2660
95962,2016,34,215,4810
95967,2016,12,57,1058
95971,2016,189,1803,74771
95958,2016,2,0,0
95959,2016,472,3399,145584
95957,2016,10,41,1748
95966,2016,337,5103,202910
95950,2016,6,29,741
95961,2016,134,1183,40569
95965,2016,363,4348,151591
95969,2016,549,5432,206645
95970,2016,6,47,1750
95955,2016,22,174,9195
95953,2016,98,892,29093
95963,2016,248,1954,68233
95968,2016,12,27,835
95951,2016,14,0,0
95956,2016,8,34,817
95954,2016,69,426,12864
96737,2016,20,124,3045
96727,2016,62,462,11692
96738,2016,216,3264,107591
96740,2016,1220,17779,700284
96729,2016,18,110,2252
96721,2016,10,43,1907
96716,2016,49,400,12517
96725,2016,49,264,8871
96730,2016,8,55,1929
96720,2016,1327,19283,711669
96726,2016,9,29,977
96718,2016,4,128,3961
96728,2016,8,56,937
96739,2016,8,169,6915
96734,2016,905,9694,383610
96717,2016,42,383,9831
96731,2016,49,1398,50849
96722,2016,123,1446,62057
96719,2016,27,208,9056
96732,2016,839,15824,626003
96733,2016,16,179,9446
96818,2016,403,5665,180259
96819,2016,1801,54209,2978603
96814,2016,2433,39010,1482703
96816,2016,1070,11284,377654
96815,2016,1637,31112,1168368
96817,2016,1820,29443,1229463
96796,2016,54,1120,58576
96805,2016,3,4,121
96797,2016,1061,17704,653692
96813,2016,2772,52440,3455081
96789,2016,423,6177,243007
96808,2016,5,174,11296
96793,2016,854,10299,478357
96811,2016,4,16,326
96791,2016,86,431,15509
96802,2016,2,0,0
96792,2016,303,3365,116259
96812,2016,9,43,1185
96809,2016,3,0,0
96788,2016,10,84,1861
96803,2016,1,0,0
96786,2016,324,4004,132612
96790,2016,161,774,26419
96795,2016,89,1207,36747
96804,2016,3,0,0
96801,2016,15,180,4849
96810,2016,8,66,4621
96747,2016,2,0,0
96752,2016,39,408,29398
96746,2016,434,3814,123727
96748,2016,96,915,28794
96754,2016,140,976,32597
96744,2016,820,9447,326795
96745,2016,35,365,14137
96749,2016,156,1833,63139
96742,2016,2,0,0
96750,2016,117,1542,66699
96753,2016,905,12108,456242
96743,2016,440,6439,260282
96751,2016,3,6,213
96825,2016,455,3986,186053
96830,2016,6,18,483
96839,2016,8,45,1351
96822,2016,493,6494,231392
96853,2016,44,457,26563
96858,2016,23,129,12519
96863,2016,31,256,9160
96837,2016,10,41,1019
96860,2016,74,746,49253
96820,2016,23,1008,47031
96824,2016,7,20,635
96840,2016,1,0,0
96854,2016,6,87,6928
96828,2016,5,30,1317
96843,2016,1,0,0
96826,2016,797,9002,398860
96857,2016,37,926,44646
96846,2016,1,0,0
96859,2016,10,0,0
96821,2016,273,1881,64295
96848,2016,2,0,0
96850,2016,4,56,2380
96861,2016,25,107,13779
96823,2016,10,48,2500
96769,2016,4,0,0
96776,2016,14,76,3284
96785,2016,16,212,4753
96764,2016,7,102,2626
96780,2016,5,44,1737
96782,2016,473,8507,324193
96767,2016,9,112,3944
96757,2016,7,49,1422
96772,2016,28,302,7617
96770,2016,7,55,1980
96760,2016,19,149,4833
96756,2016,226,5324,202359
96763,2016,56,1358,59014
96784,2016,41,918,49434
96761,2016,940,16961,616636
96778,2016,85,992,25201
96781,2016,9,62,3300
96765,2016,23,161,6191
96766,2016,727,11242,451957
96779,2016,116,1300,41571
96773,2016,2,0,0
96759,2016,12,232,12747
96771,2016,28,127,4601
96777,2016,11,114,5162
96783,2016,11,89,2809
96762,2016,36,3497,67579
96768,2016,290,2025,67798
96774,2016,2,0,0
96755,2016,29,237,9815
90012,2017,1335,29085,1441245
90015,2017,2714,35764,2012292
90011,2017,808,8319,285218
90004,2017,1158,8272,379046
90009,2017,6,201,7569
90010,2017,2587,30429,1509206
90006,2017,1143,8313,285153
90013,2017,1462,14344,832084
90002,2017,169,1687,60564
90005,2017,737,5880,202686
90001,2017,601,6987,269367
90007,2017,953,35170,1438109
90003,2017,431,6574,235731
90014,2017,1871,12503,528396
90008,2017,353,3408,103674
90017,2017,1944,47621,4491829
90027,2017,1519,25263,1735462
90026,2017,1224,10079,382419
90022,2017,863,12078,519988
90023,2017,888,16963,781701
90024,2017,2321,26941,2749125
90019,2017,1116,7812,269232
90021,2017,2083,29722,1064261
90020,2017,859,6567,250520
90016,2017,741,11066,533343
90025,2017,3736,35680,3046806
90018,2017,409,4262,176986
90040,2017,1368,46813,2174550
90033,2017,569,20767,1509716
90035,2017,1218,9962,714535
90029,2017,585,5229,182471
90037,2017,442,5167,156054
90036,2017,2287,32387,1760365
90028,2017,1644,32376,1956185
90032,2017,347,6129,392041
90042,2017,710,4294,137694
90041,2017,766,6804,248808
90034,2017,1295,12731,567703
90038,2017,987,12996,987035
90031,2017,483,10819,447467
90039,2017,1046,10923,568289
90044,2017,365,2653,71393
90050,2017,5,287,5350
90051,2017,8,135,9848
90052,2017,4,15,792
90054,2017,5,0,0
90056,2017,165,3302,221708
90059,2017,217,3574,166957
90063,2017,358,3762,161807
90047,2017,395,3814,121444
90065,2017,814,7949,355171
90057,2017,721,8484,351538
90058,2017,1481,39412,1992674
90060,2017,6,57,3241
90061,2017,349,5399,233059
90043,2017,385,3222,111711
90045,2017,2118,78298,4271358
90046,2017,2224,14880,669296
90064,2017,2493,31255,2790315
90049,2017,1853,15222,1129361
90062,2017,179,1493,51736
90048,2017,2454,38601,2667861
90202,2017,5,68,1535
90209,2017,12,25,1200
90210,2017,2450,37411,2392993
90221,2017,615,12933,660384
90069,2017,2474,22028,1515496
90078,2017,8,9,329
90213,2017,14,236,42326
90220,2017,740,18957,991439
90224,2017,5,354,24380
90230,2017,1449,23410,1041046
90079,2017,163,945,79501
90068,2017,917,5621,342730
90066,2017,1587,15902,1478034
90086,2017,10,0,0
90089,2017,21,0,0
90091,2017,5,0,0
90093,2017,3,0,0
90094,2017,252,6836,677327
90211,2017,1785,10845,1023681
90095,2017,33,2191,45225
90201,2017,922,13135,518764
90073,2017,11,0,0
90075,2017,4,12,322
90212,2017,2287,16916,1613641
90067,2017,2678,31782,5663494
90070,2017,5,24,747
90071,2017,1151,39673,5870700
90077,2017,288,2345,128789
90222,2017,214,2525,107493
90255,2017,988,13118,397324
90260,2017,544,4801,169808
90241,2017,1194,16731,692942
90250,2017,1239,22342,1415057
90245,2017,2043,71121,7136154
90249,2017,747,10277,421737
90239,2017,6,19,691
90240,2017,530,4625,149524
90261,2017,10,40,2219
90262,2017,641,9191,400957
90247,2017,809,11845,519707
90248,2017,1458,33311,1540634
90242,2017,483,14869,930942
90254,2017,953,7325,312746
90231,2017,4,6,668
90232,2017,1238,31491,2461083
90401,2017,1932,27384,2172607
90267,2017,12,123,4317
90270,2017,249,2825,93105
90293,2017,337,1524,65523
90290,2017,259,928,46285
90277,2017,1386,10456,434186
90274,2017,957,6511,305624
90272,2017,865,5255,309907
90275,2017,738,5439,245660
90291,2017,1500,13621,2436441
90304,2017,292,2579,84024
90263,2017,15,210,4505
90264,2017,6,12,595
90265,2017,1023,11478,618807
90294,2017,4,3,214
90295,2017,16,17,1933
90296,2017,5,17,238
90301,2017,818,12550,513663
90302,2017,311,4593,231606
90266,2017,1797,19070,1198206
90278,2017,1133,23333,2109035
90292,2017,1469,16573,793269
90305,2017,109,1839,133404
90280,2017,956,15520,599211
90303,2017,293,5330,154821
90603,2017,403,6033,210904
90405,2017,1768,14515,1277320
90403,2017,1433,10870,600889
90602,2017,508,9320,409534
90404,2017,1621,28038,3392375
90503,2017,2073,31193,1433816
90506,2017,3,19,522
90509,2017,25,9906,1040621
90510,2017,7,28,1137
90601,2017,599,12221,481245
90406,2017,21,38,3004
90502,2017,684,15556,955293
90505,2017,2125,29417,1588327
90407,2017,3,0,0
90408,2017,7,8,332
90409,2017,7,0,0
90410,2017,4,0,0
90501,2017,1789,28155,1728611
90504,2017,644,10474,542113
90402,2017,435,1953,127260
90662,2017,3,0,0
90670,2017,2206,51592,2878623
90639,2017,9,0,0
90607,2017,8,57,1423
90608,2017,12,46,3198
90640,2017,1296,19961,807040
90609,2017,6,11,633
90610,2017,3,0,0
90620,2017,873,23963,950650
90621,2017,939,11244,505899
90631,2017,1312,13729,466834
90604,2017,236,1485,42445
90622,2017,7,531,19611
90623,2017,366,6304,385479
90606,2017,382,4643,164401
90650,2017,1118,17078,852730
90680,2017,523,7127,281589
90632,2017,4,65,1070
90633,2017,7,67,1466
90637,2017,11,53,842
90638,2017,981,14686,732879
90605,2017,529,5439,161110
90651,2017,14,98,2696
90660,2017,824,13970,559098
90630,2017,1157,22629,1446929
91307,2017,716,6474,289681
90704,2017,215,2421,99035
90742,2017,32,372,10564
91017,2017,11,60,4247
91020,2017,318,2748,104999
90717,2017,532,3520,112084
90721,2017,6,74,1807
90723,2017,1056,18113,760189
90743,2017,11,78,1966
90744,2017,678,9739,600430
90813,2017,774,11024,569949
90814,2017,301,2386,72053
90702,2017,8,88,4650
90703,2017,1817,35559,1732691
90713,2017,312,3199,78442
90733,2017,5,29,1211
90734,2017,3,0,0
90740,2017,702,11462,777616
91008,2017,22,81,2459
91105,2017,1252,24079,1481086
91304,2017,907,11673,559640
90712,2017,665,10815,344607
91009,2017,3,18,555
91010,2017,498,12238,901677
91104,2017,675,4632,147067
91107,2017,1562,19521,1059443
91302,2017,2021,18936,1479097
91313,2017,12,342,27182
90803,2017,1054,9387,324872
90805,2017,760,12216,565452
90806,2017,834,19711,1263794
91305,2017,8,38,1965
91306,2017,501,3632,111781
91316,2017,1390,9063,450841
90706,2017,1098,10337,371854
90807,2017,1007,11736,540627
91003,2017,4,6,739
91006,2017,1506,12236,498560
91106,2017,810,6889,358216
91209,2017,16,76,2769
91210,2017,265,6733,176763
90701,2017,646,8274,331867
90804,2017,689,9057,332891
90809,2017,5,0,0
90810,2017,473,13395,824353
91041,2017,3,5,124
91042,2017,370,2147,74655
91207,2017,213,893,34581
90815,2017,881,12421,456689
91102,2017,3,5,174
91103,2017,589,13154,788850
91203,2017,1322,23836,1822084
90731,2017,889,10709,568819
