Zip Code,Year,ZBP_Total_Establishments,ZBP_Total_Employees,ZBP_Annual_Payroll_Thousands
90003,2012,399,4731,108007
90020,2012,687,5289,183623
90015,2012,2735,32939,1624159
90017,2012,1774,38918,3049524
90019,2012,949,6693,198587
90018,2012,375,4445,142809
90016,2012,660,9831,373395
90021,2012,2036,29809,1087017
90022,2012,835,12101,363033
90024,2012,2144,25999,2403266
90023,2012,936,18353,702950
90025,2012,3476,27438,2329786
90010,2012,2389,31302,1420800
90013,2012,1280,11333,641252
90008,2012,316,3353,78152
90012,2012,1239,23548,1112352
90009,2012,13,0,0
90007,2012,906,0,0
90011,2012,748,8788,243721
90014,2012,1875,11286,364937
90250,2012,1194,17954,783687
90251,2012,3,0,0
90254,2012,774,5521,186507
90255,2012,921,12476,342438
90248,2012,1353,29603,1288004
90249,2012,684,9114,367955
90247,2012,787,11990,418765
90055,2012,2,0,0
90048,2012,2285,33793,2148939
90056,2012,138,2412,166802
90047,2012,350,4125,110040
90052,2012,2,0,0
90058,2012,1421,42621,1873326
90057,2012,687,8775,324001
90049,2012,1713,21391,1455540
90050,2012,4,0,0
90053,2012,1,0,0
90054,2012,5,0,0
90051,2012,9,0,0
90265,2012,965,12168,504803
90266,2012,1563,14607,763736
90272,2012,867,4780,247171
90261,2012,9,25,1978
90260,2012,494,3748,120036
90264,2012,11,0,0
90262,2012,600,8815,347212
90270,2012,251,2823,81469
90263,2012,15,221,5238
90267,2012,12,0,4420
90066,2012,1211,12676,1031303
90067,2012,2489,50978,4443525
90059,2012,204,3781,157702
90062,2012,136,1051,23035
90060,2012,8,0,1247
90064,2012,2275,29123,1909615
90065,2012,651,7917,307863
90063,2012,334,3396,129707
90061,2012,348,5982,234676
90209,2012,16,0,0
90210,2012,2304,30355,1683558
90212,2012,2160,14232,1632863
90223,2012,1,0,0
90202,2012,11,0,0
90224,2012,7,362,20679
90221,2012,604,10850,510297
90222,2012,211,2772,105877
90211,2012,1484,10452,823007
90220,2012,739,18398,868584
90213,2012,16,0,0
90230,2012,1308,23690,1033847
90245,2012,1658,64454,6105069
90239,2012,4,0,230
90231,2012,9,44,1424
90240,2012,464,3369,105551
90242,2012,392,9830,527166
90232,2012,1135,25883,1980209
90233,2012,3,0,0
90241,2012,1070,16581,580394
90041,2012,628,5908,206436
90040,2012,1278,43305,1945116
90044,2012,349,2888,64340
90042,2012,523,3262,91228
90046,2012,1925,12802,512672
90043,2012,346,2748,77313
90045,2012,2067,61730,2667825
90079,2012,211,718,37750
90071,2012,1067,36356,4952437
90084,2012,2,0,0
90087,2012,1,0,0
90089,2012,27,0,0
90072,2012,1,0,0
90086,2012,17,119,5678
90091,2012,5,0,0
90068,2012,821,5256,283446
90073,2012,19,0,0
90074,2012,3,0,0
90078,2012,9,0,0
90080,2012,2,0,0
90093,2012,4,76,1846
90096,2012,1,0,0
90075,2012,3,35,391
90201,2012,833,12844,404730
90069,2012,2193,17822,1272372
90076,2012,1,0,0
90081,2012,2,0,0
90095,2012,32,0,22549
90070,2012,3,0,0
90094,2012,98,1928,156845
90077,2012,292,2277,114333
90083,2012,2,0,0
90703,2012,1655,33706,1543489
90670,2012,2246,49988,2472155
90701,2012,617,7995,320714
90702,2012,9,80,1651
90652,2012,1,0,0
90661,2012,1,0,0
90660,2012,780,13333,464385
90662,2012,2,0,0
90671,2012,1,0,0
90680,2012,501,6033,196175
90301,2012,858,13305,498763
90292,2012,1233,14965,625439
90308,2012,2,0,0
90294,2012,7,0,638
90310,2012,1,0,0
90311,2012,1,0,0
90312,2012,2,0,0
90293,2012,287,1205,45838
90401,2012,1788,25723,1701763
90296,2012,3,0,0
90304,2012,292,2396,64094
90295,2012,15,0,0
90302,2012,291,3695,154559
90305,2012,104,1068,72059
90303,2012,294,5038,122119
90306,2012,4,0,0
90704,2012,202,2471,89709
90716,2012,171,3407,98216
90714,2012,19,524,9999
90713,2012,289,3018,66677
90707,2012,9,70,1956
90711,2012,2,0,0
90720,2012,1106,13207,613844
90712,2012,628,9480,289795
90717,2012,469,3356,92589
90715,2012,111,603,10878
90706,2012,1033,13325,476235
90710,2012,424,7259,368977
90410,2012,4,0,0
90403,2012,1276,9119,390162
90402,2012,386,1469,94893
90411,2012,1,0,0
90404,2012,1700,28470,2666036
90406,2012,27,56,3437
90501,2012,1674,24036,1316895
90405,2012,1539,14176,1080765
90407,2012,4,0,0
90409,2012,6,0,301
90408,2012,9,10,444
90604,2012,217,1335,30503
90620,2012,806,19419,644594
90623,2012,291,5306,275311
90603,2012,375,5472,188792
90609,2012,7,0,519
90621,2012,762,9358,424285
90624,2012,2,0,0
90608,2012,11,128,3171
90622,2012,9,766,21820
90630,2012,1035,20087,1190624
90607,2012,13,65,1556
90610,2012,3,0,0
90605,2012,475,5127,127042
90606,2012,360,3736,133513
90638,2012,921,15730,656608
90639,2012,7,0,0
90637,2012,10,36,572
90640,2012,1241,19644,686710
90632,2012,4,0,0
90631,2012,1219,13128,405060
90650,2012,1039,16241,525724
90633,2012,8,58,1234
90651,2012,14,0,1298
90290,2012,218,712,33991
90275,2012,684,4892,198244
90291,2012,1211,8202,410234
90277,2012,1215,9553,351589
90278,2012,930,14326,929959
90280,2012,930,14300,546281
90274,2012,941,6340,265814
90504,2012,573,8229,461070
90510,2012,8,0,7938
90502,2012,656,16634,895900
90505,2012,1991,28305,1303412
90602,2012,460,9278,390961
90506,2012,2,0,0
90507,2012,2,0,0
90601,2012,568,9364,341330
90508,2012,2,0,0
90503,2012,1906,27246,1231629
90509,2012,30,9327,803871
91207,2012,164,717,23632
91204,2012,869,15452,600204
91203,2012,1109,18579,1191246
91202,2012,544,3369,128853
91206,2012,559,7705,321048
91205,2012,622,5868,221331
91208,2012,465,3154,129916
90748,2012,13,156,7898
90755,2012,627,9022,459460
90802,2012,1166,36328,2208582
90801,2012,38,771,54351
90805,2012,740,10801,448652
90747,2012,14,544,16489
90803,2012,974,8337,235123
90746,2012,715,15035,593978
90749,2012,9,0,1729
90804,2012,653,7818,275660
91210,2012,271,5613,134304
91209,2012,15,80,2324
91222,2012,6,0,0
91226,2012,6,0,245
91214,2012,671,3726,122436
91221,2012,10,0,0
91303,2012,1016,13212,501403
91304,2012,845,12190,514957
91224,2012,4,0,0
91301,2012,1306,14729,896278
91302,2012,1608,13277,990117
91225,2012,3,0,0
90808,2012,629,9775,480321
90810,2012,422,12115,673828
90814,2012,256,1735,45649
90809,2012,14,0,0
90806,2012,846,20943,1274852
90813,2012,796,11954,540833
90807,2012,947,13286,815188
91043,2012,6,0,0
91066,2012,18,0,0
91017,2012,12,0,3345
91021,2012,5,2,337
91030,2012,746,5740,216030
91077,2012,3,0,0
91040,2012,282,2303,62310
91101,2012,1880,26540,1693419
91016,2012,1101,16953,939076
91041,2012,3,6,133
91023,2012,2,0,0
91046,2012,9,0,0
91031,2012,12,0,1288
91042,2012,321,2033,54963
91012,2012,10,0,1271
91024,2012,264,1670,50526
91025,2012,6,0,0
91020,2012,331,2734,83303
91129,2012,1,0,0
91104,2012,560,3684,100582
91115,2012,2,0,0
91182,2012,1,0,0
91102,2012,5,0,0
91106,2012,763,6636,252768
91116,2012,2,0,0
91121,2012,3,0,0
91188,2012,10,0,0
91107,2012,1383,16976,764344
91117,2012,6,0,418
91124,2012,5,0,0
91103,2012,511,12582,836277
91108,2012,508,2543,103523
91114,2012,4,0,0
91125,2012,4,0,0
91201,2012,626,11727,866049
91105,2012,1137,22212,1092465
91118,2012,5,0,0
91109,2012,38,0,0
90743,2012,12,92,2188
90740,2012,641,9107,508659
90721,2012,4,0,684
90731,2012,861,12284,502352
90733,2012,9,40,1800
90742,2012,43,348,7688
90723,2012,1049,15750,628033
90745,2012,722,14820,679587
90732,2012,346,3762,142586
90734,2012,4,0,0
90744,2012,666,9828,544354
91006,2012,1373,11443,408052
90853,2012,5,21,983
91009,2012,6,0,0
90822,2012,17,0,0
90831,2012,79,941,52484
90832,2012,2,0,0
90840,2012,4,0,0
90895,2012,2,0,0
91008,2012,15,0,1514
91007,2012,1120,13136,508464
91010,2012,470,11186,640574
91001,2012,483,3633,121606
91003,2012,5,10,542
90844,2012,2,0,0
91011,2012,637,5515,202868
90815,2012,787,10821,326513
90846,2012,3,0,534
91416,2012,9,0,0
91412,2012,2,0,0
91406,2012,1542,22387,1012081
91407,2012,1,0,0
91423,2012,1473,10656,474454
91408,2012,4,0,0
91410,2012,1,0,0
91413,2012,55,0,10646
91426,2012,23,43,2311
91436,2012,3073,17202,1845500
91411,2012,728,8760,365915
91495,2012,1,0,0
91501,2012,216,1543,40389
91409,2012,11,65,2780
91327,2012,6,0,0
91337,2012,3,0,200
91324,2012,1423,15910,479071
91326,2012,484,4053,116138
91329,2012,3,0,0
91331,2012,832,12004,473834
91333,2012,2,0,0
91340,2012,665,10172,391684
91322,2012,12,0,1600
91325,2012,689,11190,577568
91328,2012,19,0,4505
91334,2012,1,0,0
91330,2012,13,0,0
91335,2012,1005,8929,272854
91510,2012,13,0,3851
91504,2012,749,0,0
91523,2012,21,0,0
91507,2012,2,0,0
91505,2012,1644,35099,1899358
91522,2012,52,0,0
91502,2012,1072,18260,741068
91508,2012,7,19,515
91503,2012,10,381,6814
91521,2012,90,0,0
91601,2012,835,7837,331928
91506,2012,703,22852,1789570
91351,2012,590,4973,147226
91346,2012,5,12,392
91341,2012,8,117,2637
91343,2012,608,7416,228115
91350,2012,681,7998,262048
91345,2012,361,6072,304784
91342,2012,922,21245,1112587
91344,2012,947,7910,232450
91367,2012,2067,45970,2983568
91361,2012,1446,14448,1004022
91362,2012,1761,19916,1211244
91371,2012,3,0,0
91365,2012,11,0,8490
91372,2012,5,0,0
91377,2012,221,681,28216
91364,2012,1867,13458,628765
91376,2012,10,13,570
91402,2012,669,11662,507332
91392,2012,10,0,0
91386,2012,7,0,0
91395,2012,4,0,301
91405,2012,896,12778,515702
91403,2012,1967,14908,1059794
91390,2012,216,926,38105
91396,2012,1,0,0
91380,2012,19,243,7414
91387,2012,334,2192,74984
91401,2012,840,7070,257408
91382,2012,1,0,0
91393,2012,2,0,0
91381,2012,382,3175,89699
91404,2012,7,0,0
91384,2012,253,1601,42839
91385,2012,5,0,1411
91394,2012,5,0,0
91306,2012,456,2769,72698
91311,2012,1901,34594,1661869
91316,2012,1267,8374,363156
91307,2012,642,6066,241322
91321,2012,740,7001,209806
91308,2012,9,113,1822
91320,2012,1122,21505,1991645
91313,2012,10,0,0
91305,2012,6,0,0
91310,2012,7,0,1181
91309,2012,10,0,1406
91319,2012,6,0,0
91357,2012,29,216,7517
91356,2012,1591,11313,509007
91360,2012,1357,17985,725602
91352,2012,1224,17259,770054
91355,2012,2235,52633,2466395
91354,2012,278,1125,36123
91358,2012,8,0,2163
91353,2012,7,0,0
91359,2012,26,115,5116
91769,2012,22,466,23540
91766,2012,810,12201,546291
91764,2012,921,19106,682951
91768,2012,589,13246,491325
91765,2012,1220,10818,602734
91767,2012,778,11885,556265
91708,2012,87,1468,78486
91706,2012,1352,30639,1452794
91709,2012,1135,9661,320884
91710,2012,2335,33828,1241403
91702,2012,766,18012,848393
91786,2012,1715,20199,760287
91780,2012,783,4983,131674
91784,2012,355,2616,76748
91770,2012,1121,14439,778909
91772,2012,1,0,0
91773,2012,1067,15601,673251
91778,2012,7,6,551
91775,2012,285,1866,49376
91776,2012,1386,10392,322474
91785,2012,18,208,10392
91714,2012,4,0,0
91723,2012,663,8529,291096
91730,2012,2460,48080,1815358
91729,2012,36,466,19087
91731,2012,982,12280,495154
91716,2012,3,0,0
91715,2012,15,0,0
91711,2012,819,15165,531407
91722,2012,480,6390,211081
91724,2012,471,5857,219716
91743,2012,2,0,0
91745,2012,1249,15863,596457
91746,2012,918,16550,714881
91748,2012,2107,24817,944957
91744,2012,811,10008,350284
91749,2012,6,301,13776
91747,2012,9,364,14853
91750,2012,737,9538,333576
91755,2012,326,2455,87183
91758,2012,2,0,0
91763,2012,878,11905,334933
91759,2012,12,64,926
91754,2012,1321,18113,777167
91752,2012,528,13372,518908
91762,2012,865,9817,298996
91761,2012,2349,65991,2820795
91603,2012,4,0,186
91602,2012,709,4359,253333
91607,2012,674,4941,184501
91609,2012,1,0,0
91604,2012,1553,11288,585238
91610,2012,8,40,2306
91605,2012,1179,14048,534214
91616,2012,1,0,0
91617,2012,4,0,0
91606,2012,634,7237,223364
91608,2012,182,0,0
91614,2012,9,0,0
91701,2012,455,2801,71483
91740,2012,648,10647,448994
91733,2012,1750,17819,579704
91734,2012,4,0,0
91739,2012,557,8417,235064
91732,2012,541,4200,107405
91741,2012,506,4023,151238
91735,2012,2,0,0
91737,2012,275,2000,48987
92040,2012,665,9140,364740
92055,2012,132,2862,127197
92030,2012,10,72,1083
92049,2012,5,0,0
92046,2012,19,0,3856
92054,2012,1213,14131,398889
92036,2012,96,844,20652
92057,2012,375,3524,91935
92038,2012,25,159,9582
92051,2012,3,0,0
92056,2012,936,15353,667089
92033,2012,11,48,1170
92037,2012,2391,32028,2002428
92039,2012,3,3,68
92052,2012,7,11,468
91903,2012,13,0,491
91902,2012,349,2265,81569
91911,2012,1274,17517,628514
91901,2012,391,4141,174786
91910,2012,1458,19799,805325
91914,2012,355,3582,130951
91906,2012,27,0,0
91912,2012,19,136,5175
91913,2012,249,1522,62480
91908,2012,3,0,0
91905,2012,9,19,748
91909,2012,3,0,0
92066,2012,6,0,661
92064,2012,1596,28762,1614742
92058,2012,240,2196,81306
92069,2012,1036,14981,567997
92070,2012,31,287,9733
92059,2012,15,0,0
92060,2012,7,0,1100
92067,2012,402,3823,158650
92065,2012,691,4251,146735
92061,2012,27,784,24681
92071,2012,1067,12082,416720
92068,2012,4,0,0
91933,2012,4,0,219
91917,2012,6,27,421
91931,2012,12,0,2217
91943,2012,10,0,0
91950,2012,1248,17918,530816
91934,2012,7,38,839
91946,2012,5,8,373
91921,2012,11,97,1009
91915,2012,319,4208,92644
91948,2012,8,0,0
91916,2012,26,128,4276
91932,2012,234,1609,40748
91935,2012,144,1047,38995
91941,2012,831,7285,225886
91942,2012,1099,16211,711361
91944,2012,15,0,0
91945,2012,411,4893,149398
92018,2012,20,103,4413
92024,2012,2272,18514,711713
92013,2012,10,0,817
92019,2012,587,7068,195226
92020,2012,1833,25546,1002644
92022,2012,5,0,0
92011,2012,693,8992,482087
92023,2012,26,110,2304
92021,2012,1093,10721,314108
92014,2012,760,5104,213453
92029,2012,985,15057,713298
92025,2012,1724,22559,904800
92026,2012,528,4759,163781
92028,2012,879,6902,226564
92027,2012,480,5279,143204
91790,2012,885,16177,499354
91791,2012,528,6854,220503
91792,2012,295,3268,71067
91793,2012,5,0,0
91789,2012,1773,18396,830786
91788,2012,16,184,4964
91801,2012,1268,11707,376497
91802,2012,19,445,19622
91803,2012,729,7868,306336
92008,2012,2131,44402,2365885
92010,2012,377,5375,376540
91979,2012,14,0,6779
91963,2012,1,0,0
91951,2012,4,0,0
91976,2012,4,0,0
91978,2012,152,1177,49176
92004,2012,87,652,29010
92003,2012,153,1033,32364
92007,2012,329,2270,84346
91962,2012,33,179,6076
91977,2012,591,5198,158105
92009,2012,1021,10689,578564
91980,2012,34,180,5111
92201,2012,915,9371,299456
92176,2012,7,18,448
92179,2012,1,0,0
92138,2012,27,251,10240
92154,2012,1359,14805,583131
92161,2012,6,0,0
92164,2012,1,0,0
92140,2012,18,191,5416
92142,2012,1,0,0
92178,2012,18,146,5848
92182,2012,21,0,0
92143,2012,8,0,0
92165,2012,1,0,0
92193,2012,11,0,0
92166,2012,8,0,813
92198,2012,10,60,1811
92160,2012,11,0,1010
92168,2012,3,0,75
92186,2012,8,0,0
92147,2012,10,44,3728
92170,2012,3,0,0
92173,2012,496,6533,141577
92192,2012,14,0,0
92202,2012,18,184,6183
92152,2012,12,0,12168
92163,2012,12,46,1471
92169,2012,12,23,1047
92203,2012,294,4563,143278
92137,2012,10,0,454
92171,2012,4,0,264
92177,2012,10,0,2070
92139,2012,119,1086,27052
92174,2012,4,0,0
92195,2012,2,0,0
92158,2012,2,0,0
92145,2012,50,505,20844
92150,2012,12,0,991
92191,2012,10,98,6237
92153,2012,3,0,50
92196,2012,6,0,0
92155,2012,24,262,11201
92159,2012,7,0,525
92167,2012,6,0,0
92172,2012,7,0,1560
92175,2012,2,0,0
92085,2012,21,0,0
92084,2012,798,6939,194229
92086,2012,15,0,1502
92088,2012,17,0,0
92103,2012,1598,20475,1043635
92091,2012,54,719,27586
92096,2012,4,0,632
92104,2012,693,6286,194012
92105,2012,533,6512,237005
92102,2012,496,7883,320404
92092,2012,2,0,0
92101,2012,3790,65282,3184407
92093,2012,23,595,19178
92222,2012,2,0,0
92234,2012,742,7263,196246
92223,2012,450,4954,150423
92226,2012,11,85,3056
92232,2012,6,0,250
92225,2012,256,2504,74431
92220,2012,356,4650,149442
92233,2012,32,0,0
92210,2012,178,3929,131160
92211,2012,822,10466,336724
92227,2012,352,6033,234471
92230,2012,163,4379,120388
92231,2012,559,6239,138225
92106,2012,706,7857,288553
92107,2012,551,3274,81304
92110,2012,1515,26258,1005841
92111,2012,2005,35515,1588911
92108,2012,2264,47937,2096697
92109,2012,1490,17584,560553
92122,2012,1165,17656,1163533
92123,2012,1746,81429,4213923
92120,2012,957,13894,718680
92124,2012,311,2111,85114
92126,2012,1538,19575,768715
92121,2012,2892,98181,10550978
92128,2012,1155,25074,1344480
92127,2012,929,17679,1446834
92131,2012,892,11621,700325
92132,2012,11,0,5527
92135,2012,66,1257,67208
92130,2012,1633,24988,1738896
92129,2012,609,6266,474185
92134,2012,14,0,0
92136,2012,56,452,16030
92072,2012,11,66,1825
92079,2012,13,42,1105
92082,2012,343,3978,134667
92075,2012,889,7671,434417
92078,2012,995,10930,450894
92074,2012,11,0,0
92083,2012,847,10892,408036
92081,2012,876,15817,775321
92116,2012,463,2750,78717
92119,2012,312,1896,50351
92113,2012,498,12319,422244
92117,2012,1100,8647,307542
92118,2012,573,6747,247907
92112,2012,12,0,13059
92114,2012,262,2317,64646
92115,2012,847,6683,162419
92413,2012,2,0,0
92411,2012,158,0,0
92403,2012,2,0,0
92406,2012,5,0,0
92402,2012,13,303,6161
92405,2012,247,2581,80662
92415,2012,9,259,8062
92427,2012,9,58,2696
92404,2012,496,9197,322720
92410,2012,487,6240,205386
92407,2012,377,6383,204096
92418,2012,3,0,738
92501,2012,761,11952,591879
92408,2012,986,24557,1000613
92423,2012,8,99,1449
92401,2012,229,2303,83346
92264,2012,494,5648,160636
92268,2012,11,59,1648
92263,2012,44,372,17307
92274,2012,98,961,29127
92276,2012,183,2467,71717
92280,2012,3,0,0
92284,2012,438,4018,105104
92262,2012,1071,16165,584865
92266,2012,4,0,184
92283,2012,19,0,0
92277,2012,190,1499,32902
92270,2012,721,13097,571437
92281,2012,25,101,2128
92275,2012,7,48,1012
92278,2012,38,599,28145
92261,2012,10,0,0
92267,2012,6,47,1056
92273,2012,6,37,948
92282,2012,11,151,8312
92504,2012,789,14302,524507
92505,2012,552,9696,439415
92502,2012,18,0,8652
92507,2012,1361,25306,952634
92503,2012,1378,16238,504553
92506,2012,1015,14424,551126
92317,2012,66,373,9517
92305,2012,14,72,1499
92310,2012,55,2354,90947
92313,2012,178,1579,61433
92285,2012,10,0,249
92309,2012,23,325,7391
92301,2012,168,2659,106603
92315,2012,379,4277,99450
92307,2012,548,7065,309910
92314,2012,141,458,12563
92304,2012,4,0,0
92312,2012,6,0,689
92308,2012,366,4104,104355
92316,2012,363,5474,231786
92311,2012,507,6094,147917
92286,2012,8,60,2041
92352,2012,195,1385,41845
92364,2012,4,0,0
92372,2012,31,0,1850
92368,2012,11,178,9187
92371,2012,127,850,19485
92374,2012,735,15707,503489
92347,2012,7,0,0
92365,2012,28,145,4986
92356,2012,43,338,14687
92357,2012,6,0,0
92346,2012,445,8495,255409
92359,2012,84,624,21169
92373,2012,1180,16918,790441
92350,2012,7,156,23201
92363,2012,109,1075,30636
92345,2012,927,8901,219931
92358,2012,10,83,2571
92369,2012,5,0,0
92354,2012,320,15157,825458
92366,2012,3,0,0
92376,2012,660,8862,284011
92378,2012,34,181,8555
92375,2012,13,100,3802
92389,2012,2,0,0
92392,2012,791,12047,356353
92391,2012,35,108,2454
92386,2012,15,59,1593
92399,2012,668,5310,145447
92384,2012,6,0,0
92393,2012,24,405,12560
92395,2012,540,7480,231458
92398,2012,19,197,3311
92382,2012,66,705,11098
92394,2012,120,2720,93209
92385,2012,9,0,0
92377,2012,123,2590,121358
92397,2012,73,1120,9875
92256,2012,34,144,3590
92242,2012,19,0,0
92255,2012,17,0,0
92259,2012,7,26,324
92250,2012,77,662,25250
92235,2012,12,0,5333
92240,2012,255,2112,44846
92248,2012,7,0,1265
92251,2012,179,1690,67856
92258,2012,36,648,35806
92244,2012,25,317,5958
92254,2012,31,377,9690
92253,2012,736,9116,274372
92257,2012,17,105,1872
92260,2012,1486,18916,592290
92243,2012,1039,13551,405054
92249,2012,28,451,15490
92236,2012,286,4850,157075
92247,2012,7,0,349
92252,2012,77,1072,39925
92241,2012,65,357,10023
92239,2012,3,0,0
92323,2012,4,0,0
92342,2012,33,0,8321
92337,2012,533,15395,700579
